data_year,data_month,kind,fcc_dir,filename,url,size,sha256,s3_key,staged
2021,8,raw,2021,data-raw-2021-aug.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2021/data-raw-2021-aug.tar.gz,3398315416,2c47b5c5153246a3b8cad8ad898891562b185519d10cc241c644b5ff95510342,fcc-mba/2021/raw/data-raw-2021-aug.tar.gz,1
2021,9,raw,2021,data-raw-2021-sep.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2021/data-raw-2021-sep.tar.gz,2449927341,a35e672a2931df3a9af26e5afcc7319d30ef5a5d5477c53587f58d6403069992,fcc-mba/2021/raw/data-raw-2021-sep.tar.gz,1
2021,10,raw,2021,data-raw-2021-oct.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2021/data-raw-2021-oct.tar.gz,2508754375,b35deb5c9b948f07a1310f49776d8852196ecbb4b1bc424c2f5a639b085b0f28,fcc-mba/2021/raw/data-raw-2021-oct.tar.gz,1
2021,11,raw,2021,data-raw-2021-nov.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2021/data-raw-2021-nov.tar.gz,2382490118,bd01d887369302b1a59eb14e7ce965d30d3cc011dcd57d3bbf728d03fb899b10,fcc-mba/2021/raw/data-raw-2021-nov.tar.gz,1
2021,12,raw,2021,data-raw-2021-dec.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2021/data-raw-2021-dec.tar.gz,2406827848,51f65cd794c5f949db2b6c15f69233d9aa5c99f405cec969f633ab841a7eeffd,fcc-mba/2021/raw/data-raw-2021-dec.tar.gz,1
2022,1,raw,2022,data-raw-2022-jan.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2022/data-raw-2022-jan.tar.gz,2389017405,054f9ae9eb287bd9dfc85d9700c7bec8a4d8b84f0648d5d222dd8caafbc0692b,fcc-mba/2022/raw/data-raw-2022-jan.tar.gz,1
2022,2,raw,2022,data-raw-2022-feb.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2022/data-raw-2022-feb.tar.gz,2153375898,e81be36344b83a68c14a3dcdae92570a89416d88a3f3006c5e68e596ab0efd18,fcc-mba/2022/raw/data-raw-2022-feb.tar.gz,1
2022,3,raw,2022,data-raw-2022-mar.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2022/data-raw-2022-mar.tar.gz,2343557576,f4b638ee21dc5744edbcf6062b3e4c09d321aeb66fc3970821e994069895b1b6,fcc-mba/2022/raw/data-raw-2022-mar.tar.gz,1
2022,4,raw,2022,data-raw-2022-apr.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2022/data-raw-2022-apr.tar.gz,2258874821,a8ceffe1baadb60cd3ae5df37d4f2ca32cb6bf95691699bf78021c601be1e302,fcc-mba/2022/raw/data-raw-2022-apr.tar.gz,1
2022,5,raw,2022,data-raw-2022-may.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2022/data-raw-2022-may.tar.gz,2299289868,65fdeb6baec2b67f72db1ac41ea5cc7ac23dfb27264e2c2d19835e457b45ca3c,fcc-mba/2022/raw/data-raw-2022-may.tar.gz,1
2022,6,raw,2022,data-raw-2022-june.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2022/data-raw-2022-june.tar.gz,2200624120,6e78391c39c79f91319704e2db0ca8e98f041c16411419153f7c1f2c9cf83b06,fcc-mba/2022/raw/data-raw-2022-june.tar.gz,1
2022,7,raw,2022,data-raw-2022-jul.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2022/data-raw-2022-jul.tar.gz,2209359887,3b5cc498a954b2c583088fc373b6180f9cdca91d6a75bfcdec4e2c78ba6f42db,fcc-mba/2022/raw/data-raw-2022-jul.tar.gz,1
2022,8,raw,2022,data-raw-2022-aug.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2022/data-raw-2022-aug.tar.gz,2238219878,161b0fed0694149fc3dc9f229fd5132e111ac1e99ea090df1672f84a920ae3f2,fcc-mba/2022/raw/data-raw-2022-aug.tar.gz,1
2022,11,raw,2022,data-raw-2022-nov.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2022/data-raw-2022-nov.tar.gz,2173144039,09d2d9fcd58ed6cafeb934ed8ac73678d815824ca5ccfba0f10c24bacf6a7cce,fcc-mba/2022/raw/data-raw-2022-nov.tar.gz,1
2022,12,raw,2022,data-raw-2022-dec.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2022/data-raw-2022-dec.tar.gz,2177521698,f799dee0d54b1d04c5ca03fc99f9e172db8137b5609ade2c6480ee49cb9a90d2,fcc-mba/2022/raw/data-raw-2022-dec.tar.gz,1
2023,1,raw,2023,data-raw-2023-jan.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2023/data-raw-2023-jan.tar.gz,2106228474,ead5eac83acfac92cd190cc02a3914a65d31c8d72cbb85674aec91455350cafd,fcc-mba/2023/raw/data-raw-2023-jan.tar.gz,1
2023,2,raw,2023,data-raw-2023-feb.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2023/data-raw-2023-feb.tar.gz,1904685567,6abe05d156e644dc996606114ba049676c27fb6a485dccbfe6cd805e45143ca0,fcc-mba/2023/raw/data-raw-2023-feb.tar.gz,1
2023,3,raw,2023,data-raw-2023-mar.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2023/data-raw-2023-mar.tar.gz,2037919509,5b7ae35987969c89e0e4e293b2745b8965a2317836c0bd4e0cad7acd2dcc01b7,fcc-mba/2023/raw/data-raw-2023-mar.tar.gz,1
2023,4,raw,2023,data-raw-2023-apr.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2023/data-raw-2023-apr.tar.gz,1910682858,1b6209b118892cef0d27b47ae17feaaf98544127e13436af1f5e5dec0bf94d01,fcc-mba/2023/raw/data-raw-2023-apr.tar.gz,1
2023,5,raw,2023,data-raw-2023-may.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2023/data-raw-2023-may.tar.gz,1704035196,35c72d3293f994d18ce3494a5df9da81d7ca1ff2ab83cf92cf239c9b228f1ca3,fcc-mba/2023/raw/data-raw-2023-may.tar.gz,1
2023,6,raw,2023,data-raw-2023-jun.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2023/data-raw-2023-jun.tar.gz,1671343252,0b338ca3795486608e6abb37c568b09092cfe9a266c9afe6c1550898a1fb6a67,fcc-mba/2023/raw/data-raw-2023-jun.tar.gz,1
2023,7,raw,2023,data-raw-2023-jul.tar.gz,https://data.fcc.gov/download/measuring-broadband-america/2023/data-raw-2023-jul.tar.gz,1797094859,25eb9a3a7ed6e3c4c46409325c26e5c8a5e6ed5a8644a63849f18dbad657ec1e,fcc-mba/2023/raw/data-raw-2023-jul.tar.gz,1
